id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
287,Parejas sexuales femeninas de hombres que tienen sexo con hombres,,"No hay restricciones específicas con respecto a la donación de mujeres cuyas parejas masculinas han tenido conductas sexuales entre hombres, pero deben ser documentadas para facilitar una discusión profunda si el donante es potencialmente compatible con el paciente. Esto asegura que la práctica actual de evaluación individual riesgo/beneficio previa a la donación continúe."," Los hombres que tienen sexo con otros hombres tienen una mayor probabilidad de tener una infección no diagnosticada que podría transmitirse a cualquier persona que reciba su sangre, tejidos o células. Durante 2012 y 2013, SaBTO encargó un subgrupo la revisión de los criterios de selección de donantes y los riesgos asociados con la donación de tejidos y células por hombres que han tenido relaciones sexuales con hombres. Esta revisión consideró avances en la sensibilidad de los procedimientos de prueba actualmente utilizados en el Reino Unido, la prevalencia de infecciones transmisibles por transfusión en los hombres que han tenido relaciones sexuales con otros hombres, el nivel actual de cumplimientcon las directrices de selección de donantes y, en su caso, los procesos adicionales utilizados para reducir el riesgo de transmisión de infección viral. Esta revisión recomendó que el aplazamiento para los hombres que han tenido relaciones sexuales con hombres sea eliminado para aquellos que sean potenciales donantes de células madre. ",Para eliminar el aplazamiento de 12 respecto a las donaciones para donantes cuyas parejas masculinas tienen antecedentes de conductas sexuales entre hombress.,,0,299,03/14/2018 19:35:28,03/14/2018 19:35:28
288,Infección General,Ver: ¿Hay alguna entrada específica para la enfermedad?,,,,,0,300,03/14/2018 19:35:28,03/14/2018 19:35:28
289,Infección Tropical,No debe donar si: es Filariasis or Leishmaniasis,,,,,0,301,03/14/2018 19:35:28,03/14/2018 19:35:28
291,Infección Crónica,No debe donar.,"1. Acné: la mayoría de los donantes con acné pueden ser aceptados - 2. Infecciones micóticas superficiales crónicas: a) Si solamente se encuentra con terapia local, se acepta; b) Si transcurrieron más de siete días desde que se completó la terapia antimicótica, se acepta. - 3. Tifoidea y Paratifoidea: si transcurrieron más de siete días desde que se completó el tratamiento de antibióticos y los últimos síntomas, se acepta.","La fiebre tifoidea y la paratifoidea son infecciones gastrointestinales que rara vez tienen un estado de portador crónico. Por lo general, es contagiado durante un viaje. Se transmite por la ruta fecal-oral y no se transmite por transfusiones.","Para agregar una entrada para ""Tifoidea"" y ""Paratifoidea"".",,0,303,03/14/2018 19:35:28,03/14/2018 19:35:28
292,Infección de Herpes Genital,,,,,,0,304,03/14/2018 19:35:28,03/14/2018 19:35:28
293,Infección del Tracto Urinario,,,,,,0,305,03/14/2018 19:35:28,03/14/2018 19:35:28
294,Infección Micótica,,,,,,0,306,03/14/2018 19:35:28,03/14/2018 19:35:28
295,Infección Micótica en Uñas,,,,,,0,307,03/14/2018 19:35:28,03/14/2018 19:35:28
296,Infección por Tripanosoma Cruzi,No debe donar.,,,,,0,308,03/14/2018 19:35:28,03/14/2018 19:35:28
297,Infertilidad,"No debe donar si: a) Se encuentra en estudio; b) Transcurrieron menos de 12 semanas de completado el tratamiento con clomifeno (Clomid); c) Transcurrieron menos de 12 semanas de completado el tratamiento con tamoxifeno; d) Alguna vez ha recibido gonadotropina humana de origen pituitario; e) Ha recibido embriones u óvulos donados desde 1980; f) Si el donante sabe que alguna vez ha sido tratado con Metrodin HP. ","Tomar la precaución de descartar un embarazo. Si fue tratado exclusivamente con gonadotropinas de origen no pituitario, se acepta.","El uso de gonadotropina humana de origen pituitario (hormona foliculoestimulante (FSH) y hormona luteinizante (LH)) se había detenido en el Reino Unido en 1986. La situación en otros países varía, por lo que no se pueden dar fechas específicas. El período de 12 semanas es una salvaguarda adicional para evitar recibir una donación de un embarazo reciente. Existe la preocupación de que la transferencia de tejidos (óvulos o embriones) entre individuos pueda conducir a la propagación de la enfermedad de Creutzfeldt-Jakob. El Metrodin HP® fue retirado por el Comité de Seguridad de Medicamentos en 2003 y, siguiendo los consejos de la Agencia Reguladora de Medicamentos y Productos Sanitarios, el principio de precaución se ha aplicado para retirar a los donantes que han sido tratados con este producto. Los donantes tratados por infertilidad después de 2003 en el Reino Unido no habrán sido tratados con este producto.",Para agregar información adicional a los fines de clarificar cuándo el uso de gonadotropina humana de origen pituitario (hormona foliculoestimulante (FSH) y hormona luteinizante (LH)) cesó en el Reino Unido.,,0,309,03/14/2018 19:35:28,03/14/2018 19:35:28
298,Injerto óseo,,,,,,0,310,03/14/2018 19:35:28,03/14/2018 19:35:28
299,Inmunización No expuesta,,," ",,,0,311,03/14/2018 19:35:28,03/14/2018 19:35:28
300,Inmunización Post exposición,"1. BCG: ver ""BCG"" - 2. Hepatitis A. No debe donar si: transcurrieron menos de seis semanas desde la exposición - 3. Hepatitis B: ver ""Hepatitis B - Post inmunización"" - 4. Rabia: ver ""Rabia"" - 5. Viruela: ver ""Viruela"" - 6. Tétanos: ver ""Tétanos"".",,,,,0,311,03/14/2018 19:35:28,03/14/2018 19:35:28
301,Inmunización BCG,,,,,,0,312,03/14/2018 19:35:28,03/14/2018 19:35:28
302,"Inmunización contra el botulismo ",,,,,,0,313,03/14/2018 19:35:28,03/14/2018 19:35:28
303,Inmunización contra el cólera,,,,,,0,314,03/14/2018 19:35:28,03/14/2018 19:35:28
304,Inmunización contra el Neumococo,,,,,,0,315,03/14/2018 19:35:28,03/14/2018 19:35:28
305,Inmunización contra el Sarampión,,,,,,0,316,03/14/2018 19:35:28,03/14/2018 19:35:28
306,"Inmunización contra el Tétanos ","No debe donar si: Transcurrieron menos de cuatro semanas desde la exposición. ","Si no hay exposición, se acepta.",,,,0,317,03/14/2018 19:35:28,03/14/2018 19:35:28
307,Inmunización Contra la Difteria,,,,,,0,318,03/14/2018 19:35:28,03/14/2018 19:35:28
308,Inmunización contra la Difteria y el Tétanos,,,,,,0,319,03/14/2018 19:35:28,03/14/2018 19:35:28
309,"Inmunización contra la Difteria, Tétanos y Tos Ferina",,,,,,0,320,03/14/2018 19:35:28,03/14/2018 19:35:28
315,Inmunización contra la Hepatitis A,,,,,,0,326,03/14/2018 19:35:28,03/14/2018 19:35:28
316,Inmunización contra la Meningitis Meningocócica,,,,,,0,327,03/14/2018 19:35:28,03/14/2018 19:35:28
317,Inmunización contra la Rubéola,,,,,,0,328,03/14/2018 19:35:28,03/14/2018 19:35:28
318,Inmunización contra la Rubéola,,,,,,0,328,03/14/2018 19:35:28,03/14/2018 19:35:28
319,Individuo inmunizado,No debe donar si: a) El sitio de inoculación no se encuentra completamente curado; b) Cualquier sitio secundario infectado no se ha curado; c) Pasaron menos de ocho semanas desde la inoculación o la aparición de sitios secundarios de infección.,,"La inmunización contra la viruela se realiza con el virus vivo atenuado. Para las ocho semanas la infección causada por la inoculación debería estar controlada. Si la herida aún no se curó, es posible que todavía haya infección presente en el organismo. No queremos que se transmita el virus, u otra infección, a otros donantes o staff o personas que reciban las células madre.",,,0,329,03/14/2018 19:35:28,03/14/2018 19:35:28
320,Inmunizacion contra la varicela Contacto,No debe donar si: a) Cualquier sitio secundario de infección no se ha curado; b) Pasaron menos de ocho semanas desde que aparecieron sitios secundarios de infección.,"Si no hay nuevas lesiones cutáneas, se acepta.","Los contactos cercanos de los individuos vacunados (contacto corporal directo o convivientes) pueden infectarse de manera secundaria a través del contacto directo con la piel con un sitio de inoculación infectado o por el virus en la ropa, la ropa de cama, etc. Si ocurre la infección, aparece un nuevo sarpullido en la piel, ampollas o llagas en el sitio de contacto, pudiendo ocurrir en cualquier parte del cuerpo. El sarpullido representa un lugar de vacunación secundario y presenta exactamente el mismo riesgo potencial para los pacientes, otros donantes y el personal que para una persona que ha sido inmunizada intencionalmente",,,0,330,03/14/2018 19:35:28,03/14/2018 19:35:28
321,Inmunización contra las paperas,,,,,,0,331,03/14/2018 19:35:28,03/14/2018 19:35:28
322,Inmunización DTP,,,,,,0,332,03/14/2018 19:35:28,03/14/2018 19:35:28
323,Inmunización Inactivada Sin exposición,"Hepatitis B: si transcurrieron menos de siete días desde que se administró la última inmunización, referirse a un Oficial Médico Designado.",Se aceptan otras inmunizaciones inactivadas.,Los ensayos sensibles para AgHBs pueden ser positivos después de una inmunización reciente. Examen completo para Hepatitis B puede ser requerido. Las inmunizaciones inactivadas no utilizan materia que pueda causar infección. Esto significa que no hay riesgos para las personas que reciban células madre.,,,0,333,03/14/2018 19:35:28,03/14/2018 19:35:28
324,Inmunización Inyectable contra la Polio,,,,,,0,334,03/14/2018 19:35:28,03/14/2018 19:35:28
325,Inmunización Inyectable contra la Tifoidea,,,,,,0,335,03/14/2018 19:35:28,03/14/2018 19:35:28
326,Inmunización Oral contra la Polio,,,,,,0,336,03/14/2018 19:35:28,03/14/2018 19:35:28
327,Inmunización Oral contra la Tifoidea,,,,,,0,337,03/14/2018 19:35:28,03/14/2018 19:35:28
328,Inmunización Viva Atenuada Sin exposición,No debe donar si: transcurrieron menos de 8 semanas desde su administración.,"Si transcurrieron más de cuatro semanas desde la administración de inmunización viva atenuada, que no sea contra la viruela, y el sitio de inoculación ha sanado, se acepta.","Las inmunizaciones viva atenuadas utilizan virus vivos o bacterias vivas que estimulan el sistema inmune pero normalmente sin causar una enfermedad grave. Sin emabrgo, pueden causar una enfermedad grave en personas que ya están enfermas y tienen el sistema inmune debilitado. A las cuatro semanas, cualquier infección causada por la inmunización debería haber sido controlada, por lo que no debería transmitirse al material donado. Hay refglas especiales para la inmunización contra la viruela y la BCG.","El SACTTI ha dado consejos de que un período de cuatro semanas es suficiente para garantizar que no habría virus o bacterias circulando en el momento de la donación para inmunizaciones vivas atenuadas, además de la viruela.",,0,338,03/14/2018 19:35:28,03/14/2018 19:35:28
329,Inmunodeficiencia,,,,,,0,339,03/14/2018 19:35:28,03/14/2018 19:35:28
330,Inmunosupresión,No debe donar si: a) Inmunosuprimido; b) Donantes con inmunodeficiciencia recuperada: referirse a un Oficial Médico Designado.,,,Se agregaron links adicionales.,,0,340,03/14/2018 19:35:28,03/14/2018 19:35:28
331,Inoculaciones,,,,,,0,341,03/14/2018 19:35:28,03/14/2018 19:35:28
332,Intoxicación por Alimentos,,,,,,0,342,03/14/2018 19:35:28,03/14/2018 19:35:28
333,Inyección anticonceptiva,,"Se acepta. ",,,,0,343,03/14/2018 19:35:28,03/14/2018 19:35:28
334,Isotretinoína,,,,,,0,344,03/14/2018 19:35:28,03/14/2018 19:35:28
335,Kala-Azar,No debe donar.,,,,,0,345,03/14/2018 19:35:28,03/14/2018 19:35:28
336,Laminectomía,,,,"Se agregó un link para ""Problemas de la espalda""",,0,346,03/14/2018 19:35:28,03/14/2018 19:35:28
337,Leishmaniasis,No debe donar.,,,,,0,347,03/14/2018 19:35:28,03/14/2018 19:35:28
338,Leptospirosis,,,,,,0,348,03/14/2018 19:35:28,03/14/2018 19:35:28
339,Lesbiana,,Se acepta.,,,,0,349,03/14/2018 19:35:28,03/14/2018 19:35:28
340,Lesión Causadas por Agujas de Jeringas,,,,,,0,350,03/14/2018 19:35:28,03/14/2018 19:35:28
341,Lesión por Inoculación,"No debe donar si: a) Material que contiene priones anormales; b) Transcurrieron menos de cuatro meses desde la fecha de la lesión por inoculación, o contaminación de la mucosa, o la piel no se encuentra intacta de sangre o fluidos corporales.",,"Esta guía supone que una prueba NAT validada para la hepatitis C es negativa. Si esta prueba se detiene por cualquier motivo, la guía cambiará.",El período de aplazamiento se ha reducido de 6 a 4 meses para reflejar la actualización del Comité Consultivo Permanente de Infecciones Transmitidas por Infecciones en riesgo de infección (Documento del CCPC 09-34).,,0,351,03/14/2018 19:35:28,03/14/2018 19:35:28
342,Leucemia,No debe donar.,,,,,0,352,03/14/2018 19:35:28,03/14/2018 19:35:28
343,Linfogranuloma Venéreo,No debe donar.,,,,,0,353,03/14/2018 19:35:28,03/14/2018 19:35:28
344,Listeriosis,,,,,,0,354,03/14/2018 19:35:28,03/14/2018 19:35:28
345,"Lupus Eritematoso Sistémico ","No debe donar. ",,,,,0,355,03/14/2018 19:35:28,03/14/2018 19:35:28
410,Problemas de Salud Mental,"No debe donar si: no es capaz de entender completamente y consentir el proceso de donación, así como el testeo de su sangre para enfermedadades que puedan afectar su elegibiidad de uso.",,"Muchas personas tienen problemas de salud mental que pueden ser controlados con medicación regular. Siempre que los individuos se encuentren bien el día de la donación y tengan la capacidad mental para dar su consentimiento informado, no hay motivo para que no puedan donar, se encuentren tomando medicación o no. Individuos que sufren de ansiedad, son depresivos, maníacos psicóticos no siempre pueden dar un consentimiento válido, o entender completamente por qué se le hacen ciertas preguntas.",Para asegurarse de que todos los donantes con problemas de salud mental puedan donar si están lo suficientemente bien para hacerlo y tienen la capacidad mental para dar consentimiento informado.,,0,416,03/14/2018 19:35:29,03/14/2018 19:35:29
425,Inmunización No expuesta,,"Si no hay exposición, se acepta.",,,,0,429,03/14/2018 19:35:29,03/14/2018 19:35:29
346,Malaria,No debe donar si: a) Alguna vez ha tenido malaria; b) El donante ha tenido fiebre sin diagnosticar (que pudo haber sido malaria) mientras se encontraba fuera del país o dentro de los seis meses de haber dejado un área con riesgo endémico de malaria; c) El donante ha vivido en cualquier área de riesgo endémico de malaria por un período continuado de seis meses o más en cualquier momento de su vida; d) Transcurrieron menos de doce meses desde que dejó un área con riesgo endémico de malaria.,"1. Donantes que fueron diagnosticados con malaria: Si han pasado más de tres años desde que se completó la terapia antipalúdica, los síntomas causado por la malaria se han resuelto,y una prueba validada para anticuerpos contra la malaria es negativa,
se acepta. - 2. Para otros donantes: Si han pasado al menos seis meses desde la fecha de la última exposición potencial a la malaria, o la fecha de recuperación de los síntomas que pueden haber sido causados ​​por la malaria, y una prueba validada para el anticuerpo de malaria es negativo, se acepta. Si el donante no cumple con estas pautas discutir con un Oficial Médico Designado, que será quien decida si el donante puede ser aceptado siguiendo una evaluación de riesgo documentada y una discusión con el Centro de Transplante.","Los casos de transmisión de la malaria han ocurrido muchos años después de que el donante corriera el último riesgo de infectarse con malaria. Esto es principipalmente un problema en personas que han tenido episodios repetidos de la infección. Esto es poco común, pero antes de permitir que sea donante alguien que tiene, tuvo o pudo haber tenido malariar, es más seguro analizar los anticuerpos contra la malaria en lugar de esperar un tiempo específico. La malaria puede ser fatal.",Para permitir una evaluación de riesgo cuando el donante sea el más compatible para el recpetor.,,0,356,03/14/2018 19:35:28,03/14/2018 19:35:28
347,Malaria – Contacto en Reino Unido,,Se acepta.,,,,0,357,03/14/2018 19:35:28,03/14/2018 19:35:28
348,Malignidad,No debe donar.,"a) Si fue carcinoma de células basales (rodant ulcer), el tratamiento se completó y las heridas están curadas: se acepta; b) b) Si el potencial donante tiene una afección premaligna no hematológica (no clonal) (por ejemplo, poliposis coli, neoplasia intraepitelial prostática PIN o esófago de Barrett) que se monitorea regularmente, o ha tenido una condición similar curada y ha sido dado de alta del seguimiento, se acepta; c) Si el potencial donante tiene un carcinoma in situ (por ejemplo, carcinoma cervical o vulvar in situ, carcinoma ductal in situ del carcinoma ductal mamario, o enfermedad de Bowen) que se ha curado y ha sido dado de baja del seguimiento, se acepta; d) Si el potencial donante ha tenido lentigo maligno referirse a soporte clínico para descartar que no tenga lentigo maligna melanoma; e) Potenciales donantes con un alto riesgo de cáncer debido a antecedentes familiares o pruebas genéticas, incluso si tienen o han tenido cirugía o medicación profiláctica (por ejemplo, Tamoxifeno), se aceptan.","Muchos tumores malignos se diseminan a través del torrente sanguíneo y mediante la invasión de los tejidos circundantes. Los virus que pueden transmitirse por donación de sangre y tejido también pueden causar malignidades. Por estas razones, se considera más seguro no aceptar sangre de personas que han tenido una malignidad. Sin embargo, debido a que carcinoma de células basales (úlcera de roedores) y otros carcinomas in situ no se diseminan a través de la sangre, las personas que han tenido un tratamiento existoso pueden donar. El carcinoma cervical in situ se definirá como curado si se completa el tratamiento y un frotis de seguimiento no muestra células anormales. Los frotis de detección regulares sono son definidos como frotis de  seguimiento. Las condiciones pre malignas son muy comunes, particularmente en donantes más avanzados en edad. Un monitoreo regular debería prevenir que se acepten donantes con malignidad invasiva. El lentigo maligno es una afección cutánea común de los ancianos y debe considerarse un carcinoma in situ. El donante puede ser aceptado una vez que ha sido curado. Sin embargo, el Lentigo Maligna melanoma es un verdadero melanoma maligno y el donante debe estar permanentemente diferido si han tenido esta condición.","Se agregaron aclaraciones sobre carcinoma in situ, condiciones pre malignas y donantes con alto riesgo de cáncer. ",,0,358,03/14/2018 19:35:28,03/14/2018 19:35:28
349,Maquillaje Permanente,,,,,,0,359,03/14/2018 19:35:28,03/14/2018 19:35:28
350,"Maquillaje Semi Permanente ",,,,,,0,360,03/14/2018 19:35:28,03/14/2018 19:35:28
351,Mastectomía,,,,,,0,361,03/14/2018 19:35:28,03/14/2018 19:35:28
352,Medicación (Drogas),,,,,,0,362,03/14/2018 19:35:28,03/14/2018 19:35:28
353,"Medicación Tópica ",No debe donar si: hay piel infectada o rasguñada en el sitio de venipuntura o cosecha.,"Si la condición tratada no es motivo de exclusión, se acepta.",,,,0,363,03/14/2018 19:35:28,03/14/2018 19:35:28
354,Melanoma Maligno,,,,,,0,364,03/14/2018 19:35:28,03/14/2018 19:35:28
355,Meningitis Individuo afectado,,,,,,0,365,03/14/2018 19:35:28,03/14/2018 19:35:28
356,Meningitis Contacto,,"Incluso si se encuentra con tratamiento de antibióticos profilácticos, se acepta.",,,,0,365,03/14/2018 19:35:28,03/14/2018 19:35:28
357,Menopausia,,Se acepta.,,,,0,366,03/14/2018 19:35:28,03/14/2018 19:35:28
358,Menstruación,No debe donar si: no ha tenido la última menstruación.,"Si se puede descartar un embarazo y el donante se encuentra bien, se acepta.",,,,0,367,03/14/2018 19:35:28,03/14/2018 19:35:28
359,Miastenia Grave,No debe donar.,,,,,0,368,03/14/2018 19:35:28,03/14/2018 19:35:28
360,Migraña,"No debe donar si: a) Los ataques son frecuentes, graves y requieren tratamiento regular; b) Se encuentra en profilaxis con clonidina.","Si está en la profilaxis con betabloqueantes o pizotifeno (Sanomigran), se acepta.",La migraña es causada por una alteración en el flujo sanguíneo normal hacia partes del cerebro. En sus formas más severas puede ser severamente incapacitante. Al no aceptar personas con más formas graves de migraña esperamos evitar precipitar un ataque a través del proceso de donación de sangre. Cualquier donante que haya tenido migraña severa asociada con la donación de sangre en más de una ocasión se debe aconsejar que no continúe como donante.,,,0,369,03/14/2018 19:35:28,03/14/2018 19:35:28
361,Miocardiopatía,"No debe donar. ",,,,,0,370,03/14/2018 19:35:28,03/14/2018 19:35:28
362,Miocarditis,No debe donar si: transcurrieron menos de 12 horas desde su recuperación.,,,,,0,371,03/14/2018 19:35:28,03/14/2018 19:35:28
363,Miomectomía,,,,,,0,372,03/14/2018 19:35:28,03/14/2018 19:35:28
364,Mola Hidatiforme,,,,,,0,373,03/14/2018 19:35:28,03/14/2018 19:35:28
411,Proctitis,"No debe donar si: a) se debe a colitisulcerosa; b) sufre enfermedad de Crohn; c) requiere tratamiento. ","Si se debe a otras causas y no está en tratamiento, se acepta.",,,,0,417,03/14/2018 19:35:29,03/14/2018 19:35:29
412,Prolapso de la Válvula Mitral,,,,,,0,418,03/14/2018 19:35:29,03/14/2018 19:35:29
413,Proscar,,,,,,0,419,03/14/2018 19:35:29,03/14/2018 19:35:29
414,Prostatectomía,,,,,,0,420,03/14/2018 19:35:29,03/14/2018 19:35:29
415,Prostitutas,"No deben donar. ",,,,,0,421,03/14/2018 19:35:29,03/14/2018 19:35:29
416,"Prótesis de Superficie de la Cadera ",,,,,,0,422,03/14/2018 19:35:29,03/14/2018 19:35:29
417,Prueba de Mantoux,No debe donar a menos que: haya dado negativo y no se planee continuar con la investigación.,,,,,0,423,03/14/2018 19:35:29,03/14/2018 19:35:29
426,Radionucleidos,"1. Terapia de yodo radioactivo - No debe donar si: a) se utiliza para malignidad; b) fue administrado en los seis meses anterioires. - 2. Otros tratamientos o investigación: referirse a un Oficial Médico Designado. ",,"En general, los que se utilizan con fines de diagnóstico se eliminan dentro de las 24 horas. Algunos, como el yodo radioactivo, tienen vidas medias largas y los donantes afectados no deben ser aceptados a menos que hayan pasado seis meses.",,,0,430,03/14/2018 19:35:29,03/14/2018 19:35:29
519,"Vacuna para la Sarampión, Paperas y Rubéola (MMR)",,,,,,0,516,03/14/2018 19:35:30,03/14/2018 19:35:30
365,No humana,"1. Todos los donantes. No deben donar si: a) Alguna vez fueron mordidos por un primate no-humano; b) Cualquier herida se encuentra infectada o no curada. // 2. Solamente dondantes de médula Ósea: no deben donar si transcurrieron menos de 12 meses desde que fueron mordidos por un murciélago en cualquier parte del mundo o por cualquier mamífero fuera de las Islas Británicas. ",,"Las mordedudas animales pueden resultar en diferentes infecciones. Permitir que todas las heridas se curen y, para cualquier infección obvia, que se encuentre resuelta, debería evitar futuros problemas. La rabia, y otras enfermedades similares, tienen períodos de incubación largos y no se manifiestan como una infección de herida. No hay evidencia de que estas infecciones algunas vez se hayan transmitido a través de transfusiones sanguíneas. Estas enfermedades parecen estar estar confinadas al sistema nervioso durante sus períodos de incubación.  Hay evidencia de que se han transmitido a través de transplantes de órganos, de tejidos y oculares. Por esta razón, hay diferentes reglas  para este material que puede contener tejido del sistema nervioso. // Cuaquier persona que haya tenido un contacto inusual con un murciélago, como el manejo de un murciélago enfermo o lesionado, o haya descubierto que un murciélago ha estado con ellos mientras dormían, debe considerarse en riesgo de rabia. Las mordeduras de murciélago generalmente son insignificantes y se pasan por alto con facilidad. El solo hecho de estar en un lugar donde los murciélagos aniden, no se consideran un riesgo.","Ha habido cambios menores para dejar en claro que se hace referencia a animales no-humanos e introducir orientación sobre las mordeduras de primates no-humanos. ",,0,374,03/14/2018 19:35:28,03/14/2018 19:35:28
366,Mordedura de Serpiente,No debe donar hsata que se encuentre recuperado.,,,,,0,375,03/14/2018 19:35:28,03/14/2018 19:35:28
367,Mordedura Humana,,,,,,0,376,03/14/2018 19:35:28,03/14/2018 19:35:28
368,Myxoedema,,,,,,0,377,03/14/2018 19:35:28,03/14/2018 19:35:28
369,Narcolepsia,No debe donar.,,,,,0,378,03/14/2018 19:35:28,03/14/2018 19:35:28
370,Nefritis,,,,,,0,379,03/14/2018 19:35:28,03/14/2018 19:35:28
371,Nefroctomía,,,,,,0,380,03/14/2018 19:35:28,03/14/2018 19:35:28
372,"Nemátodos ",,"Incluso en tratamiento, se acepta. ",,,,0,381,03/14/2018 19:35:28,03/14/2018 19:35:28
373,Acitetrina,,,,,,0,382,03/14/2018 19:35:28,03/14/2018 19:35:28
374,Neumonía,,,,,,0,383,03/14/2018 19:35:28,03/14/2018 19:35:28
375,Espontáneo,No debe donar si: a) no se encuentra curado; b) asociado con enfisema.,,,,,0,384,03/14/2018 19:35:28,03/14/2018 19:35:28
376,Traumático,,,,,,0,384,03/14/2018 19:35:28,03/14/2018 19:35:28
377,Neurocirugía,No debe donar.,,,,,0,385,03/14/2018 19:35:28,03/14/2018 19:35:28
378,Neurofibromatosis,1. No debe donar si: hay antecedentes de cambio maligno. - 2. Donante de médula ósea: informar al anestesista.,"a) Si se llevó a cabo en el Reino Unido después de 1992, mientras el motivo de la cirugía no es en sí mismo no sea un motivo de exclusión, se acpeta; b) Si solo se trata de cirugía con orificio de trépano, se acepta; c) Si se puede demostrar que no se utilizó Dura Mater durante la cirugía y no hay evidencia de malignidad, el donante puede ser aceptado por un Oficial Médico Designado.",El anestesista debe ser informado por el riesgo de feocromocitoma.,,,0,386,03/14/2018 19:35:28,03/14/2018 19:35:28
379,Obesidad,,,,,,0,387,03/14/2018 19:35:28,03/14/2018 19:35:28
380,Operación de corazón,,,,,,0,388,03/14/2018 19:35:28,03/14/2018 19:35:28
381,Operaciones,,,,,,0,389,03/14/2018 19:35:28,03/14/2018 19:35:28
382,Dermatitis Pustular Contagiosa,,,,,,0,390,03/14/2018 19:35:28,03/14/2018 19:35:28
383,Oseltamivir,,,,,,0,391,03/14/2018 19:35:28,03/14/2018 19:35:28
384,Osteoartritis,,Se acepta.,,,,0,392,03/14/2018 19:35:28,03/14/2018 19:35:28
385,Osteomalacia,,,,,,0,393,03/14/2018 19:35:28,03/14/2018 19:35:28
386,Osteomielitis,No debe donar si: transcurrieron menos de dos años desde que se completó el tratamiento y se encuentre curado.,,A veces es difícil determinar si se eliminó toda la infección. Esperar dos años minimiza el riesgo de que la infección sea transmitida a través de la donación.,,,0,394,03/14/2018 19:35:28,03/14/2018 19:35:28
387,Osteoporosis,"Donante de médula ósea: no debe donar. ","Donante de células madre de sangre periférica: si se encuentra en tratamiento preventivo o para tratarla, se acepta.",,,,0,395,03/14/2018 19:35:28,03/14/2018 19:35:28
388,Paperas Individuo afectado,,,,,,0,396,03/14/2018 19:35:28,03/14/2018 19:35:28
389,Paperas Contacto,,,,,,0,396,03/14/2018 19:35:28,03/14/2018 19:35:28
390,Paratifoidea,,,,"Para reemplazar la entrada de paratifoidea con un enlace a infección crónica. Al usar un enlace, hacer futuros cambios en las pautas será más sencillo.",,0,397,03/14/2018 19:35:28,03/14/2018 19:35:28
391,Perforación corporal,"No debe donar si: han transcurrido menos de cuatro meses desde la última performación. ","Si han transcurrido menos de cuatro meses desde la última perforación corporal, discuir con el oficial médico designado, quien decidirá si el donante es aceptado siguiendo una evaluación de riesgo documentada y una discusión con el Centro de Transplantes. En este escenario, es obligatorio que el test mediante metodología NAT para Hepatitis B, Hepatis C y VIH de negativo, como medida extra de seguridad.","La perforaciones han pasado infecciones de persona a persona. Esperar cuatro meses ayuda a asegurar que las infecciones que han sido testeadas por los Servicios de Sangre y Tejidos sean relevadas e informadas. El período de aplazamiento ha sido reducido de 6 a 4 meses para reflejar la actualización en las pautas sobre riesgo de infecciones del Comité Consultivo Permanente del Comité de la Junta Consultiva Profesional sobre Infecciones Transmitidas a través de Transfusiones (JPAC paper 09-34). Estas pautas presumen que un test NAT válido de Hepatitis C es negativo. Si este test es detenido por alguna razón, la pauta cambiará. ",Para permitir una evaluación de riesgp cuando el donante es el más compatible con el receptor.,,0,398,03/14/2018 19:35:28,03/14/2018 19:35:28
392,Perforación de Oreja,,,,,,0,399,03/14/2018 19:35:28,03/14/2018 19:35:28
393,Pericarditis - Viral,,,,,,0,400,03/14/2018 19:35:28,03/14/2018 19:35:28
394,Peritonitis,,,,,,0,401,03/14/2018 19:35:28,03/14/2018 19:35:28
418,Psoriasis,No debe donar si: a) alguna vez ha tomado etretinato (Tigason); b) Transcurrieron menos de 24 meses desde la última dosis de acitretina (Neotigason); c) Es generalizada o severa; d) Está asociada con artropatía; e) Hay infección secundaria.,"Si es leve, el sitio de venipuntura o cosecha no se encuentra afectado y sólo se utiliza un tratamiento tópico, se acepta.","La psoriasis es principalmente una afección de la piel causada por un proceso autoinmune.  Aproximadamente una de cada diez las personas con psoriasis pueden desarrollar problemas en las articulaciones (artropatía psoriásica). A veces la enfermedad se trata con medicamentos poderosos para suprimir el proceso autoinmune subyacente. Ésta puede alterar los mecanismos de defensa del cuerpo para la infección. En tales casos, las donaciones no deberían ser aceptadas.",Ha habido un aumento en el período de diferimiento después de usar acitretina (Neotigason®) de 12 a 24 meses.,,0,424,03/14/2018 19:35:29,03/14/2018 19:35:29
419,PTI,,,,,,0,425,03/14/2018 19:35:29,03/14/2018 19:35:29
